0.00628645,0.00407342,0.000993051,0.0160935,0.0170714,0.00118086,0.00540529,0.00877288,0.0122233,0.0108798,0.0124533,
0.0124324,0.0211369,0.0122416,0.0213098,0.0133306,0.00137896,0.000908623,0.0210883,0.0108485,0.00525575,0.0185481,
0.0192752,0.0151248,0.0117341,0.00715444,0.0077249,0.0113355,0.0086429,0.00767857,0.0202703,0.00889985,0.00665576,
0.00651527,0.00509407,0.00270472,0.0064958,0.0192722,0.00562417,0.0211569,0.0365617,0.00283055,0.00967103,0.0102287,
0.00805515,0.00322867,0.00269395,0.012653,0.000253631,0.0168554,0.016984,0.0297837,0.00012111,0.00159885,0.0203216,
0.00140326,0.0220766,0.00489889,0.00767583,0.00566231,0.0112854,0.00532336,0.0184995,0.00164423,0.0155844,0.0255836,
0.000502524,0.00308647,0.0209566,0.00777024,0.00394325,0.00724973,0.00227843,0.0232701,0.00491258,0.012192,0.0173403,
0.00376585,0.00319157,0.0159126,0.00832444,0.0188788,0.00445708,0.00842246,0.00439873,0.0086139,0.0132052,0.0258558,
0.00250347,0.0319324,0.0125808,0.00549459,0.024232,0.0235417,0.00474724,0.0310431,0.0315771,0.0335057,0.00375351,
0.00546564,0.0200148,0.010545,0.0197111,0.00862628,0.0190324,0.0208589,0.0232594,0.0191415,0.0264792,0.0071365,
0.00135213,0.00628648,0.00146512,0.00907411,0.0220107,0.000204781,0.00513154,0.0260367,0.0102704,0.0336387,0.00690798,
0.00316067,0.0272163,0.014917,0.0124976,0.00463265,0.00952597,0.00466156,0.00593366,0.0243842,0.0183344,0.0189898,
